Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans1,41.下列設備何者不是放射科的檢查儀器?(*403),自動體外心臟電擊去顫器(AED) ,磁振造影(MRI), X 光(X-RAY) ,電腦斷層攝影 CT,201603,(*403),20
Ans2,35. 利用不同頻率的電磁波脈衝，引起人體不同器官內原子共振，再由原子回到基底狀態時，所放出的能量，引起磁場向量的改變，接收感應線圈電流再轉換成影像的是下列哪一種造影技術？(*402),CT (Computerized Tomography) ,MRI (Magnetic Resonance Imaging),Ultrasound ,X Ray,201704,(*402),20
Ans3,36. 利用醫療影像存取與傳輸系統(PACS)可讓各院的影像能自由自在的相互傳輸、整合，以達到診斷或治療計畫的參考，主要是靠下列何種協定來完成？(*405),SNOMED ,LOINC ,DICOM ,NANDA,201704,(*405),20
Ans3,40. 下列哪一個屬於護理資訊系統中建置措施及結果的標準依據？(*406),SNOMED , NHIRD , NANDA-I , NLM,201811,(*406),20
Ans4,41. 下列那一項不是臨床護理作業的資訊系統？(*408),護理評估系統 ,護理計畫系統,護理紀錄系統 ,護理品管系統,201811,(*408),20
Ans3,27. 下列哪一個屬於護理資訊系統中建置措施及結果的標準依據？(*406),SNOMED ,NHIRD .,NANDA-I ,NLM,201904,(*406),20
Ans2,19. 下列哪一個屬於護理資訊系統中建置措施及結果的標準依據？(*406),SNOMED .,NANDA-I .,NHIRD ,NLM,201911,(*406),20
Ans3,33. 下列哪一個屬於護理資訊系統中建置措施及結果的標準依據？ (*406), SNOMED , NHIRD , NANDA-I , NLM,202004,(*406),20
Ans3,35. 下列哪一個屬於護理資訊系統中建置措施及結果的標準依據？(*406),SNOMED ,NHIRD ,NANDA-I ,NLM,202011,(*406),20
Ans2,36. 下列何者不是國際間發展護理資訊系統所使用的標準化語言？(*406、407),護理措施分類(Nursing Intervention Classification; NIC)和護理結果分類(Nursing Outcome Classification; NOC),護理排班分類代碼(Nurse Scheduling Classification Code; NSCC),國際護理作業分類系統(International Classification for Nursing Practice; ICNP),臨床照護分類(Clinical Care Classification; CCC),202011,(*406、407),20
Ans2,20.下列何者不是一般床邊監視器記錄的生理參數? (*415),體溫,腦波,末期潮氣容積二氧化碳,心搏輸出量,201010,(*415),21
Ans1,33.下列那一系統會採中央即時生理訊號監控? (*417),臨床加護資訊系統 ,護理資訊系統,門診資訊系統 ,檢驗資訊系統,201010,(*417),21
Ans2,39. 生理監視器是以醫學訊號的處理技術來監測病人呼吸、血壓、心跳、血氧濃度等資料，通常是應用在醫院的哪一個單位： (*415), 門診診間 , 加護病房 , 營養室 , 藥局,201109,(*415),21
Ans2,22. 下列何者不是一般床邊監視器記錄的生理參數？ (*417), 血壓 , 血糖 , 血氧飽和濃度 , 呼吸,201411,(*417),21
Ans4,47. 下列何者非一般加護病房之床邊生理監視器介面連接的儀器？(*417),心電圖機 ,呼吸器 ,點滴幫浦 ,血糖機,201711,(*417),21
Ans3,19. 加護病房資訊系統最常利用下列何種評分系統來判斷預後的臨床指標？(*415~416),BMI(Body Mass Index),ADL(Activities of Daily Living),APACHE(Acute Physiology and Chronic Health Evaluation),IADL(Instrumental Activities of Daily Living),201804,(*415~416),21
Ans3,28. 電腦化醫令 CPOE，是下列何者的縮寫？(*418),Computer Program one-Medicine,Communication Patient Observation Efficiency,Computerized Physician Order Entry,Clinical Path Operation Electronic,201904,(*418),21
Ans2,17. 電腦系統的發展，依不同時期主要有三種架構，包括甲：主機終端機架構(MainframeTerminal)，乙：結合全球資訊網的三層式架構(3-Tier Architecture)和丙：主從式架構(ClientServer Architecture)，電腦系統架構的發展，由最早期到最近的先後順序為何？(*421),甲乙丙 ,甲丙乙 ,乙甲丙 ,丙乙甲,201911,(*421),21
Ans3,18. 電腦化醫令 CPOE，是下列何者的縮寫？(*418),Clinical Practice Office Electronic ,Communication Patient Observation Efficiency,Computerized Physician Order Entry ,Consumer Plan Outcome Expect,201911,(*418),21
Ans1,44.建構護理資訊系統，目前大多以那個組織的資料庫為參考：(*22),NANDA ,HL7 ,TAMI ,MEDLINE,200811,(*22),22
Ans4,45.下列那一項系統不屬於臨床護理作業系統？(*22) ,出院準備服務系統 ,護理記錄系統,護理計畫系統 ,護理品管系統,200811,(*22),22
Ans4,16.下列那一項不是臨床護理作業？ (*429),出院準備服務 ,護理記錄 ,護理計畫 ,病人分類,200909,(*429),22
Ans4,40.那一項不是臨床護理作業 (*429),出院準備服務,護理記錄,護理計畫,病人分類,201003,(*429),22
Ans1,11.建構護理資訊系統，目前大多以那個組織的資料庫為參考? (*431),NANDA ,TNIA,TAMI ,MEDLINE,201010,(*431),22
Ans4,17.下列那一項系統不屬於臨床護理作業系統？ (*429),出院準備服務系統 ,護理記錄系統,護理計畫系統 ,護理品管系統,201010,(*429),22
Ans3,35. 下列何者對護理資訊系統的描述不正確? (*425-429), 以 NANDA 護理問題及內容為護理過程及護理資料庫建置的基礎, 一般簡稱為 NIS, 功能僅包括臨床護理，不包括護理排班等行政管理, 常必須與其他系統連結，才能到資訊傳遞的功能,201203,(*425-429),22
Ans3,21: 許多醫療機構護理資訊系統的架構，還是以下列何者之護理問題及內容為護理過程及護理資料庫建置的基礎 ? (*425),CANDA ,LANDA ,NANDA ,PANDA,201303,(*425),22
Ans2,49: 下列何者不是護理資訊系統的範圍 ? (*428-429),護理排班 ,出院批價 ,出院準備 ,護理品質,201303,(*428-429),22
Ans4,36. 在醫療資訊系統中，NIS 通常是指下列哪一種資訊系統的英文縮寫 (*424), 檢驗資訊系統 , 放射資訊系統 , 藥局資訊系統 , 護理資訊系統,201403,(*424),22
Ans3,23. 下列哪一個屬於護理資訊系統中建置護理措施及護理結果的標準依據? (*429), SNOMED , NHIRD , NANDA-I , NLM,201411,(*429),22
Ans1,38.護理資訊系統必須結合護理過程來設計，護理過程通常是依照下列哪一種順序? (*429),病人評估、診斷、計畫、護理措施、成果評值,成果評值、計畫、病人評估、護理措施、診斷,護理措施、診斷、病人評估、計畫、成果評值,病人評估、護理措施、診斷、成果評值、計畫,201504,(*429),22
Ans2,37. 護理資訊系統必須結合護理過程來設計，護理過程通常是依照下列哪一種順序？(*429),成果評值、計畫、病人評估、護理措施、診斷,病人評估、診斷、計畫、護理措施、成果評值,護理措施、診斷、病人評估、計畫、成果評值,病人評估、護理措施、計畫、診斷、成果評值,201704,(*429),22
Ans4,38. 下列哪一個屬於護理資訊系統中建置護理措施及護理結果的標準依據？(*429),SNOMED , NHIRD , NLM , NANDA-I,201704,(*429),22
Ans1,19. 護理資訊系統必須結合護理過程來設計，護理過程通常是依照下列哪一種順序？(*429),病人評估、診斷、計畫、護理措施、成果評值,成果評值、計畫、病人評估、護理措施、診斷,護理措施、診斷、病人評估、計畫、成果評值,病人評估、護理措施、診斷、成果評值、計畫,201711,(*429),22
Ans2,36. 對於醫療資訊系統的英文縮寫，下列何者不正確？(*424),LIS 為檢驗資訊系統 ,MIS 為護理資訊系統,PIS 為藥局資訊系統 ,RIS 為放射影像資訊系統,201711,(*424),22
Ans3,18. 許多醫療機構護理資訊系統的架構，還是以下列何者之護理問題及內容為護理過程及護理資料庫建置的基礎？(*425),CANDA ,LANDA ,NANDA , PANDA,201804,(*425),22
Ans3,37. 在診間醫令系統的 SOAP 查詢電子病歷時，醫師常會使用「ditto」這項功能來進行下列何者作業？(*425),更新 ,刪除 ,複製 ,取代,202011,(*425),22
Ans2,38. 套裝醫令可以減少醫師開立醫令的時間，下列何者不屬於常見的套裝醫令？(*435),個人套裝醫令 ,跨科套裝醫令,系統套裝醫令 ,部門套裝醫令,202011,(*435),22
Ans1,"42.對醫院營養資訊系統，下列敘述何者為是？ (*445,446,448)",新住院入院後24小時內必須完成初步營養評估與飲食建議,因為標準化與快速供餐，醫院提供一般與治療飲食，但不提供管灌等複雜飲食,因為計費需要，出餐時餐盤上必須附有餐卡以供病人簽名,與HIS、LIS等系統中的資訊無連結關係,200909,"(*445,446,448)",23
Ans2,47.醫院營養系統中，提供有熱量調整及濃度調整的組合為 (*446),一般飲食     ,管灌飲食,治療飲食     ,以上皆非,201003,(*446),23
Ans2,46. 營養評估的方法分為六大類，分別以 A、B、C、D、E、F 之代號為速記，請問代號 B是代表：(*443), 人體測量 , 生化檢驗 , 臨床檢查 , 飲食攝取情況,201211,(*443),23
Ans1,37. 住院之病人，常因診斷及治療期間，形成壓力（stress），導致營養流失。營養評估的方法分為六大項，分別以 A、B、C、D、E、F 之代號為速記（the ABCDEF's of nutritionassessment），請問下列何者屬於 B？ (*445), 生化檢驗（biochemical study） , 身體檢查（body examination）, 骨質測量（bone mass measurement） , 以上皆非,201403,(*445),23
Ans2,37. 一般醫院中的飲食通知、膳食供應、循環菜單、餐卡及報表列印等，屬於下列哪一種資訊系統的功能？(*447),單一劑量資訊系統 ,營養資訊系統,護理資訊系統 ,住院資訊系統,201610,(*447),23
Ans1,38. 營養資訊系統中的營養評估方法分為六大類，分別以 A、B、C、D、E、F 之代號為速記(theABCDEF’s of Nutrition Assessment)，請問 F 代表下列哪一項？(*444),Functional Assessment ,Food Assessment,Fluency Assessment ,Fatality Assessment,201610,(*444),23
Ans3,17. 對於住院管理的敘述，下列何者不正確？(*447),單一劑量調劑作業(Unit Dose)主要是應用在住院藥局,臨床路徑主要是用於住院或手術病人的治療模式,住院病人的飲食醫囑，主要是由營養師開立,DRG 適用於住院論病例計酬保險申報,201804,(*447),23
Ans3,13.用於問題導向病歷紀錄中的程序，稱之為：(*24),Simple Object Access Protocol ,Symptom Oriented Analysis Process,Subject Object Assessment Plan ,Syndrome Oriented Alert Protocol,200811,(*24),24
Ans3,31.一般而言，下列何項於診間醫令系統中，可不必由醫師親自操作：(*24),輸入診斷 ,輸入主訴與處置,輸入血壓、脈搏 ,查詢檢查、檢驗報告,200811,(*24),24
Ans4,47.下列何者為較新的醫療資訊系統架構：(*24),mainframe ,client-server ,2-tier ,3-tier architecture,200811,(*24),24
Ans4,"41.對醫院門診診間醫令系統，下列敘述何者為非？ (*459,460,462)","SOAP指subject, object, assessment, plan",線上病歷複製術語稱ditto,診斷碼目前採用ICD-9,為免影響醫生看診速度，藥物交互作用等提示不應出現。,200909,"(*459,460,462)",24
Ans1,20.用於問題導向病歷紀錄中的程序，稱之為 (*458),Subject Object Assessment Plan,Symptom Oriented Analysis Process,Simple Object Access Protocol,Syndrome Oriented Alert Protocol,201003,(*458),24
Ans3,"46.開發醫院資訊系統，下列描述何者為非 (*455,457,461,463)",系統效能2?tier主從架構(client/server)較3?tier(web?based)佳,格式標準與彈性 XML較 HTML佳,藥品交互作用自動警示主要係供藥局人員發藥時檢查用,診間系統不僅供醫生使用，也含括護理作業功能,201003,"(*455,457,461,463)",24
Ans1,13.用於問題導向病歷紀錄中的程序，稱之為? (*458),Subject Object Assessment Plan,Symptom Oriented Analysis Process,Simple Object Access Protocol,Syndrome Oriented Alert Protocol,201010,(*458),24
Ans4,34.下列何項功能作業一般不會設計於醫院之門診診間系統中? (*461),檢查排程 ,開立診斷證明書,預約掛號 ,現金收費,201010,(*461),24
Ans4,19.下列何者非一般加護病房之床邊生理監視器測試並紀錄的項目？(*461),心電圖/呼吸(ECG/respiration) ,血氧飽和濃度(SpO2),心摶輸出量(CO) ,血糖(blood glucose),201103,(*461),24
Ans3,28.用於問題導向病歷紀錄中的程序，稱之為：(*460),Simple Object Access Protocol ,Symptom Oriented Analysis Process,Subject Object Assessment Plan ,Syndrome Oriented Alert Protocol,201103,(*460),24
Ans1,29. 下列何項在門診診間醫令中一定會執行? (*458-463), 輸入 SOAP , 開立檢查/檢驗 , 開立用藥處方 , 生理量測,201203,(*458-463),24
Ans4,"22: 對醫院門診診間醫令系統，下列敘述何者為非 ? (*459,460,462)",包含排程作業系統,線上病歷複製術語稱 ditto,診斷碼目前採用 ICD-9,為免影響醫生看診速度，藥物交互作用等提示不應出現,201303,"(*459,460,462)",24
Ans2,31. 診間醫令系統的 SOAP 資料輸入，請問 SOAP 中的 P 代表? (*460), Protocol, Plan, Process, Principle,201311,(*460),24
Ans1,32. 下列何者非一般加護病房之床邊生理監視器測試並紀錄的項目? (*461),血糖(Blood Glucose),血氧飽和濃度(SpO2),心搏輸出量(CO),心電圖/呼吸(ECG/Respiration),201311,(*461),24
Ans3,24. 診間醫令系統的 SOAP 資料輸入，請問 SOAP 中的 P 代表? (*460), Protocol , Procedure , Plan , Process,201411,(*460),24
Ans1,14.電腦系統的發展，依不同時期主要有三種架構，包括甲：主機終端機架構(MainframeTerminal)，乙：結合全球資訊網的三層式架構(3-Tier Architecture)和丙：主從式架構(Client-Server Architecture)，電腦系統架構的發展，由最早期到最近的先後順序為何?(*457),甲丙乙 ,甲乙丙 ,乙甲丙 ,丙乙甲,201504,(*457),24
Ans1,42.診間醫令系統中，主要的輸入作業簡稱 SOAP，請問 SOAP 代表下列何者?(*461),"Subjective, Objective, Assessment, Plan"," Simple, Object, Access, Protocol"," Subjective, Objective, Assignment, Plan"," Simple, Object, Access, Plan",201603,(*461),24
Ans3,39. 下列何者是建置電腦化醫令診間系統比較新的考慮方向？(*457),主從式架構(Client-server),主機--終端機架構(Mainframe-terminal),以網際網路為基礎的三層式架構(Three-tier Web-based Architecture),雙層式架構(Two-tier Architecture),201610,(*457),24
Ans3,40. 診間醫令系統中，主要的輸入作業簡稱 SOAP，請問其中的 P 代表下列何者？(*461),Prescription ,Protocol ,Plan . ,Process,201610,(*461),24
Ans3,39. 電腦化醫令 CPOE，是下列何者的縮寫？(*454), Case Payment Office Electronic, Communication Patient Observation Efficiency, Computerized Physician Order Entry, Clinical Pharmacy Object Entity,201704,(*454),24
Ans2,40. 電腦系統的發展，依不同時期主要有三種架構，包括甲：主機終端機架構(MainframeTerminal)，乙：結合全球資訊網的三層式架構(3-Tier Architecture)和丙：主從式架構(Client-Server Architecture)，電腦系統架構的發展，由最早期到最近的先後順序為何？(*457),甲乙丙 ,甲丙乙 ,乙甲丙 ,丙乙甲,201704,(*457),24
Ans1,42. 電腦化醫令配合電子病歷，可以進一步的發展臨床決策支援系統(CDSS)，是指下列何者？(*454),Clinical Decision Support System ,Clinical Document Structure System,Computerized Design Service Support ,Computerized Decision Support Services,201711,(*454),24
Ans3,50. 請問下列何者不屬於 SOAP 其中之一？(*461),Subjective ,Objective ,Assignment ,Plan,201711,(*461),24
Ans1,16. SOAP 是診間醫令系統的主要資料輸入作業，請問其中的 P 是代表？(*460),Plan ,Procedure ,Package ,Protocol,201804,(*460),24
Ans4,39. 臨床路徑實施後，重要的是要檢討臨床路徑的差異(variance)，請問下列何種不是差異的種類之一？(*453),無差異 ,病人的差異 ,醫師的差異 ,入院的差異,202011,(*453),24
Ans1,29.實施臨床路徑(DRGs)，下列敘述何者為非: (*25),所有疾病與手術均適合實施,醫院或醫師須建立自己的臨床路徑,有縮短天數及減少醫療費用之優點,可改善治療及提高醫療品質,200811,(*25),25
Ans2、3,30.醫院於病人出院時交給病人一份文件，提供病人到不同醫院就醫時，供醫師診斷病情之參考，此文件稱為：(*25),出院計畫 ,出院摘要 ,出院病摘 ,出院報告,200811,(*25),25
Ans4,28.健保制度中的DRG支付制度之優點不包括下列中哪一點？ (*481),獲得較好的醫療效率,減少不必要的住院日數，減少感染的機會,藉由醫院發展臨床路徑診療指引及醫療資訊公開，民眾獲得的照護水準會趨向一致,可促進病人的就醫可近性,200909,(*481),25
Ans4,39.那一項不是套裝醫令(Order Sets) (*472),個人套裝醫令,系統套裝醫令,部門套裝醫令,藥品套裝醫令,201003,(*472),25
Ans1,44. 臨床路徑的目標是: (*483), 找出最符合成本效益的治療模式 , 找出最省錢的方式,找出到病床最短的路徑 , 找出最符合醫院利益的病床安排模式,201109,(*483),25
Ans3,42. 下列何者是由組織內的一群成員，根據某種疾病或某種手術方法制訂了一種治療模式，讓病患由住院到出院都依此模式來接受治療? (*482), 標準路徑 , 治療路徑 , 臨床路徑 , 以上皆非,201203,(*482),25
Ans3,47. 下列何者是由組織內的一群成員，根據某種疾病或某種手術方法制訂了一種治療模式，讓病患由住院到出院都依此模式來接受治療? (*482), 標準路徑 , 治療路徑 , 臨床路徑 , 以上皆非,201211,(*482),25
Ans2,23: 下列那一項並非施行臨床路徑的優點之一 ? (*491),避免醫院治療系統的故障 ,延長住院日數以提升滿意度,減少病人的住院醫療費用 ,減少併發症的發生,201303,(*491),25
Ans4,24: 臨床路徑是由組織內的一群人員，根據某種疾病或某種手術方法制定了一種治療模式，讓病患由住院到出院都依此模式來接受治療。下列何者不是實施臨床路徑的優點 ? (*491),縮短住院日數 ,減少病人的住院醫療費用,減少併發症的發生 ,增加醫院收入,201303,(*491),25
Ans3,33. 臨床路徑希望找出最有成本效益的治療模式，而達到與過去一樣的治療效果，或甚至比過去更好的醫療品質。下列何者非實行臨床路徑的必要步驟? (*486~489),詳細的記錄,察覺差異及隨時修正,選擇病患少的疾病或手術來建立臨床路徑,臨床路徑的推廣,201311,(*486~489),25
Ans1,38. 套裝醫令可以減少醫師開立醫囑的時間，通常分為三種，其中不包括下列哪一種？(*470), 病人套裝醫令(Patient Order Sets) , 個人套裝醫令(Physician Order Sets), 系統套裝醫令(System Order sets) , 部門套裝醫令(Official Order sets),201403,(*470),25
Ans2,39. 關於臨床路徑的優點敘述何者錯誤？ (*491), 避免醫院治療系統的故障 , 增加住院日數, 改進治療成果，提高醫療品質 , 減少併發症的發生,201403,(*491),25
Ans2,25. 下列何者並非住院套裝醫令設計的分類? (*470), physician order sets , hospital order sets, system order sets , official order sets,201411,(*470),25
Ans3,26. 對於臨床路徑的敘述，下列何者不正確？ (*482), 根據某種疾病或某種手術方法制定了一種治療模式，讓病患由住院到出院都依此模式來接受治療, 路徑完成後，根據結果來分析、評估及檢討每一個病人的差異，以避免下一個病人發生同樣的差異或錯誤, 通常選擇病患少的疾病或手術來建立臨床路徑, 是希望找出最符合成本效益的治療模式,201411,(*482),25
Ans3,27. 下列何者並非臨床路徑建立的步驟？ (*486-488), 找尋基準醫師 , 由 DRGs 選擇目標, 建立醫令集 , 建立自己的臨床路徑,201411,(*486-488),25
Ans4,49. 關於臨床路徑的優點敘述何者錯誤？ (*491), 避免醫院治療系統的故障 , 減少住院日數, 改進治療成果，提高醫療品質 , 增加醫院收入,201411,(*491),25
Ans3,35.對於臨床路徑的敘述，下列何者不正確?(*481),根據某種疾病或某種手術方法制定了一種治療模式，讓病患由住院到出院都依此模式來接受治療,路徑完成後，根據結果來分析、評估及檢討每一個病人的差異，以避免下一個病人發生同樣的差異或錯誤,先追求讓病患在最短的住院日數內，就可以痊癒出院，而不須顧慮在一定時間內，病患會不會為了同一種疾病再次住院,找出一種最適當的治療方法，暨可以減少醫療費用，又可以維持或改進醫療品質的模式。,201511,(*481),25
Ans2,41. 套裝醫令設計可以減少醫師開立醫令的時間，可以分為哪三種？(*470),門診套裝醫令、住院套裝醫令、急診套裝醫令。,個人套裝醫令、系統套裝醫令、部門套裝醫令。,給藥套裝醫令、驗套裝醫令、手術套裝醫令。,藥局套裝醫令、營養套裝醫令、護理套裝醫令。,201610,(*470),25
Ans4,42. 有關臨床路徑的敘述，下列何種是正確的敘述？(*481),其目的主要是想由病人治療的結果，來分析及評估治療的模式。,其目的是希望藉著每天對於病人的觀察找出一種最適當的治療方法。,.其目的是希望找出最有成本效益的治療模式，而達到與過去一樣的治療效果，或甚至比過去更好的醫療品質。,以上皆是,201610,(*481),25
Ans1,41. 下列何者是由組織內的一群成員，根據某種疾病或某種手術方法制訂了一種治療模式，讓病患由住院到出院都依此模式來接受治療。(*481),臨床路徑 ,標準路徑 ,治療路徑 ,處置路徑,201704,(*481),25
Ans2,15. 套裝醫令可以減少醫師開立醫囑的時間，通常分為三種，其中不包括下列哪一種？(*470),個人套裝醫令(Physician Order Sets) ,病人套裝醫令(Patient Order Sets),系統套裝醫令(System Order sets) ,部門套裝醫令(Official Order sets),201804,(*470),25
Ans3,42. 下列那一項並非 JCAHO 建議的病人安全目標之一？(*471),預防手術錯誤 ,減少院內感染,電子病歷交換 ,增進藥物之用藥安全,201811,(*471),25
Ans2,43. 醫療不良事件之報告可結合警示系統及醫令系統的方式，於醫令資訊系統中提供決策支援輔助來協助該單位所要防止之醫療錯誤。請問「將會出現一個提示文字的對話方塊，需要使用者做確定回應，才執行下一步驟」是屬於下列何種程度的提示功能？(*477),輕度提示 ,中度提示 ,強度提示 ,超強度提示,201811,(*477),25
Ans2,44. 下列何者是疾病管制署的指標式傳染病監測系統中所謂 RODS？(*492),法定傳染病監視通報系統 ,即時疫情監視及預警系統,肺炎及流感死亡即時監測系統 ,實驗室自動通報系統,201811,(*492),25
Ans2,45. 公費流感疫苗已於今年 10 月 15 日起開始施打，提醒符合公費疫苗接種資格民眾，儘速接種流感疫苗，於流感進入流行季節前獲得保護力。請問今年成人只要滿幾歲以上即可施打？(*494、時事題),45 歲 ,50 歲 ,55 歲 ,60 歲,201811,(*494、時事題),25
Ans3,35. 疾病管制署指標式傳染病監測，2014 年起透過防疫雲計畫所建立的病原體檢驗資料的實驗室自動通報系統是採用哪一項標準？(*492),DICOM ,NANDA ,LOINC ,SNOMED,201904,(*492),25
Ans4,"36. 與傳統手術比較，下列何種不屬於達文西手術的優點？(*474~485, 時事題)",傷口小、出血少、輸血機會小，達到真正微創無痕手術,可讓術後疼痛減至最輕，並且讓病人更早恢復,減少住院天數及感染風險,健保可全額給付,201904,"(*474~485, 時事題)",25
Ans3,39. 以下何者不是電子病歷文件的特質？(*501),多重關係人(Multiple Stakeholders) ,多重照護型態(Multiple Type Of Cares),多重保障(Multiple Guarantee) ,多重資料格式(Multiple Forms Of Data),201911,(*501),25
Ans3,49. 傳染病監測系統可以分為指標式與事件式兩種資料來源，下列何者屬於事件式傳染病監測系統？(*492~493),法定傳染病監視通報系統,實驗室自動通報系統,衛生署國家疫情指揮中心設立媒體訊息室，以隨時收集國內外疫情和輿情,肺炎及流感死亡即時監測系統,201911,(*492~493),25
Ans1,50. 疾病管制署以傳染病倉儲系統(Warehouse System)整合各項疫情監視資料、疫情地理資訊系統(Geographic Information System)，可再與 BI 工具結合，為資料進行即時視覺化呈現與加值應用，提供防治決策參考。請問 BI 工具是下列何者？(*492),Business Intelligence .,Blockchain Intelligence,Business Intellectual ,Blockchain Intellectual,201911,(*492),25
Ans2,34. 下列何者不是疾病管制署的指標式傳染病監測系統(*492),法定傳染病監視通報系統 ,居家檢疫和隔離即時監視及預警系統,肺炎及流感死亡即時監測系統 ,實驗室自動通報系統,202004,(*492),25
Ans3,47. 以下何者不是電子病歷文件的特質？(*501),多重關係人(multiple stakeholders) ,多重照護型態(multiple type of cares),多重保障(multiple guarantee) ,多重資料格式(multiple forms of data),202004,(*501),25
Ans1,40. 1999 年美國國家科學院醫學研究所發布的 To Err is Human 報告，主要是關於哪一種議題？(*470),因醫療錯誤導致病人死亡的比例很高，應提升病人安全。,駭客入侵資訊系統嚴重，應提升電子病歷資訊安全。,新興傳染病的致死率偏高，應防止院內感染，提升醫療工作環境安全。,交通意外事故死亡人數增加，應提升緊急救護技能和交通安全宣導。,202011,(*470),25
Ans2,41. 2016年起考量醫院病安年度目標不宜太多，維持八大目標，請問下列何種不是八大目標之一？(*472),提升手術安全 ,落實人員管制,提升用藥安全 ,提升管路安全,202011,(*472),25
Ans3,42. 下列何者不是傳染病監測與資訊科技的發展趨勢？(*494~496),運用行動科技和雲端平台，提升防疫系統效能。,加強整合運用政府開放資料加值應用及大數據分析。,以人臉辨識技術來監控及限制民眾自由活動的範圍，防止疫情擴散。,導入新興科技，結合線上分析軟體、數理統計模式以及地理資訊系統。,202011,(*494~496),25
Ans4,15.下列那一項不是病人安全資訊系統？ (*511),無線射頻身分辨識系統 ,二維條碼手環辨識系統,不良醫藥事件通報系統 ,藥品採購管理系統,200909,(*511),26
Ans3,"40.對醫院病人安全通報作業與系統，下列敘述何者為非？ (*509,514)",鼓勵醫院員工當事人自動性通報,目的預知並監控可能發生的安全事件與及早因應,除檢討改進發生原因外，亦懲處通報者,網頁、行動電話簡訊或電子郵件均是常用的通報工具。,200909,"(*509,514)",26
Ans1,15.下列何者不屬於病人安全之六大目標 (*508),提昇環境衛生,落實院內感控,預防病人跌倒,鼓勵異常事件通報,201003,(*508),26
Ans2,38.那一項資訊科技應用在病人安全資訊系統會有無線電波干擾的問題 (*512),二維條碼標籤辨識,無線射頻辨識,指紋辨識,臉部辨識。,201003,(*512),26
Ans1,40. 下列何者不是衛生署擬定的病人安全目標 ? (*508), 強化醫院設備 , 提升用藥安全, 預防病人跌倒 , 鼓勵異常事件通報,201211,(*508),26
Ans4,25: 下列那一項並非六大病人安全目標之一 ? (*508),提升用藥安全 ,預防病人跌倒,提升手術正確性 ,禁止異常事件通報,201303,(*508),26
Ans3,26: 下列那一項不是病人安全資訊系統 ? (*511),不良醫藥事件通報系統 ,二維條碼手環辨識系統,藥品採購管理系統 ,無線射頻身分辨識系統,201303,(*511),26
Ans4,15. 資訊科技在醫院臨床應用，可以提升病人安全，下列何者對於醫療不良事件的防範沒有幫助? (**515-8),無線射頻辨識系統協助醫護人員確認病人身分,用藥安全資訊系統整合醫令系統，針對藥物的安全性及交互作用給予醫師提示,外科病人安全系統加強手術辨識正確之安全性，避免病人、部位及術式錯誤,架設錄影監視系統錄製病人跌倒的情況，作為懲處疏失人員的依據,201311,(*515-8),26
Ans4,34. 下列何者非六大病人安全目標? (*508),提升用藥安全,提升手術正確性,預防病人跌倒,禁止異常事件通報,201311,(*508),26
Ans4,33. 下列那一項並非病人安全目標之一？ (*509), 增進藥物之用藥安全 ,病人辨識之準確性, 減少院內感染 ,禁止網路傳輸病人個資,201411,(*509),26
Ans3,43.請問下列何者不是病人安全目標之一?(*510),提升用藥安全 ,預防病人跌倒及降低傷害程度,提昇資訊網路安全 ,提升手術安全,201603,(*510),26
Ans2,43. 在美國每年都為各層級的醫療機構，制定全國性的年度病人安全目標，是哪一個組織？(*509),美國國家標準局(ANSI) ,美國健康照護組織評鑑委員會(JCAHO),美國國家醫學圖書館(NLM) ,世界衛生組織(WHO),201610,(*509),26
Ans2,42. 下列那一項並非 JCAHO 建議的病人安全目標之一？(*509),增進輸液幫浦之使用安全 ,防止駭客攻擊,減少院內感染 ,醫療服務者間之有效溝通,201704,(*509),26
Ans3,41. 下列那一項並非 JCAHO 建議的病人安全目標之一？(*509),病人辨識之準確性 ,醫療服務者間之有效溝通,病歷資料加密保護病人隱私 ,增進藥物之用藥安全,201711,(*509),26
Ans3,14. 下列那一項並非 JCAHO 建議的病人安全目標之一？(*509),增進輸液幫浦之使用安全 ,醫療服務者間之有效溝通,以物聯網技術防止醫院暴力 ,增進藥物之用藥安全,201804,(*509),26
Ans4,42. 電子病歷相關法令規定，下列何者不正確？(*508~511),電子病歷之簽名或蓋章，應以電子簽章方式為之。,電子簽章應於病歷製作後 24 小時內完成之。,電子簽章是指依附於電子文件並與其相關連，用以辨識及確認電子文件簽署人身分、資格及電子文件真偽者。,電子病歷之電子簽章，醫療機構只能使用 HCA 核發之醫事憑證進行數位簽章，不得訂定其他簽章方式。,201911,(*508~511),26
Ans4,43. 電子病歷簽章應憑中央主管機關核發之醫事憑證為之，但醫療機構有訂定其他符合電子簽章法規定之簽章方式者，得依其方式為之，是依據哪一種法規？(*511),數位病歷簽章法 ,醫療法,醫師法 ,醫療機構電子病歷製作及管理辦法,202011,(*511),26
Ans3,14.法定傳染病共分為幾類？ (*529),三類,四類 ,五類 ,六類,200909,(*529),27
Ans3,39.當門診醫生於看診時診斷病人是法定傳染病時，依法規醫院必須於規定時限內通報下列何單位？ (*528),出入境管理局 ,國民健康局 ,疾病管制局 ,中央健康保險局。,200909,(*528),27
Ans3,48.法定傳染病共分為幾類？ (*529),三類 ,四類 ,五類 ,六類,201103,(*529),27
